RIVER,LOCATION,ERECTED,PURPOSE
1,-0.22982360800316545,-2.3472562077005126,-0.5023952232895468
0,-0.5704209218028704,-2.3203485138689337,-0.5023952232895468
0,0.5194904823561854,-2.051271575553147,-2.356060357495806
0,-0.29794307076310644,-1.8360100249005182,-0.5023952232895468
1,-0.7066598473227523,-1.8091023310689396,-0.5023952232895468
0,-0.4341819962829884,-1.7552869434057823,-0.5023952232895468
0,-0.36606253352304746,-1.6476561680794677,-2.356060357495806
1,-0.22982360800316545,-1.5938407804163106,-0.5023952232895468
0,0.5194904823561854,-1.5400253927531533,-2.356060357495806
0,-0.29794307076310644,-1.4593023112584174,-0.5023952232895468
0,0.5194904823561854,-1.40548692359526,1.3512699109167126
1,1.6775213492751821,-1.3247638421005241,-0.5023952232895468
0,0.0426542430365985,-1.3247638421005241,-0.5023952232895468
0,-0.36606253352304746,-1.2978561482689455,1.3512699109167126
0,-0.5704209218028704,-1.2440407606057882,-0.5023952232895468
1,0.7238488706360084,-1.1364099852794736,1.3512699109167126
0,-0.36606253352304746,-1.109502291447895,1.3512699109167126
0,-0.29794307076310644,-1.0556869037847376,-0.5023952232895468
0,-0.02546521972334249,-0.9480561284584231,-0.5023952232895468
1,-1.2516155494022803,-0.8404253531321085,1.3512699109167126
1,-1.7284517887218673,-0.7866099654689512,-0.5023952232895468
0,-0.6385403845628114,-0.7866099654689512,-0.5023952232895468
2,1.1325656471956542,-0.7327945778057939,1.3512699109167126
1,-1.6603323259619263,-0.6251638024794794,1.3512699109167126
0,0.5194904823561854,-0.5982561086479008,1.3512699109167126
1,-1.5240934004420443,-0.5982561086479008,1.3512699109167126
0,-0.09358468248328349,-0.5713484148163221,1.3512699109167126
0,-0.5023014590429294,-0.5713484148163221,-0.5023952232895468
1,-0.22982360800316545,-0.5713484148163221,-0.5023952232895468
0,-0.16170414524322446,-0.4906253333215862,-0.5023952232895468
1,1.8137602747950643,-0.4906253333215862,1.3512699109167126
2,0.8600877961558904,-0.46371763949000755,1.3512699109167126
1,-1.0472571611224573,-0.4368099456584289,-0.5023952232895468
2,1.1325656471956542,-0.40990225182685025,-0.5023952232895468
0,-0.4341819962829884,-0.40990225182685025,-0.5023952232895468
1,-1.1834960866423394,-0.3829945579952716,-0.5023952232895468
1,-1.1153766238823983,-0.3829945579952716,1.3512699109167126
0,-0.5704209218028704,-0.356086864163693,-0.5023952232895468
0,-0.4341819962829884,-0.356086864163693,-2.356060357495806
1,-0.7747793100826934,-0.32917917033211436,-0.5023952232895468
1,-1.5922128632019852,-0.3022714765005357,-0.5023952232895468
1,1.8818797375550051,-0.27536378266895706,-0.5023952232895468
2,1.3369240354754772,-0.2484560888373784,-0.5023952232895468
1,1.7456408120351232,-0.2484560888373784,-0.5023952232895468
0,0.31513209407636245,-0.22154839500579976,1.3512699109167126
1,-1.3878544749221622,-0.22154839500579976,1.3512699109167126
1,-1.3197350121622213,-0.19464070117422114,1.3512699109167126
0,0.0426542430365985,-0.14082531351106384,-0.5023952232895468
0,0.38325155683630346,-0.14082531351106384,-0.5023952232895468
1,-1.4559739376821033,-0.1139176196794852,1.3512699109167126
0,0.11077370579653949,-0.08700992584790657,-0.5023952232895468
1,-1.2516155494022803,-0.06010223201632792,1.3512699109167126
0,0.1788931685564805,-0.06010223201632792,1.3512699109167126
1,1.6775213492751821,-0.06010223201632792,1.3512699109167126
1,-0.8428987728426344,-0.06010223201632792,1.3512699109167126
1,0.7238488706360084,-0.03319453818474928,1.3512699109167126
0,-0.36606253352304746,-0.03319453818474928,1.3512699109167126
1,-0.9791376983625163,-0.03319453818474928,1.3512699109167126
3,1.9499992003149462,0.07443623714156529,-0.5023952232895468
1,-0.7066598473227523,0.10134393097314393,-0.5023952232895468
0,0.24701263131642145,0.10134393097314393,-0.5023952232895468
2,1.4050434982354183,0.12825162480472257,1.3512699109167126
2,0.9963267216757723,0.15515931863630122,-0.5023952232895468
1,-1.6603323259619263,0.23588240013103715,1.3512699109167126
2,0.8600877961558904,0.26279009396261577,1.3512699109167126
0,-0.6385403845628114,0.26279009396261577,-0.5023952232895468
0,0.31513209407636245,0.3435131754573517,1.3512699109167126
0,-0.09358468248328349,0.397328563120509,1.3512699109167126
0,-0.16170414524322446,0.4242362569520876,3.204935045122972
0,-0.29794307076310644,0.4780516446152449,-0.5023952232895468
0,-0.02546521972334249,0.5049593384468236,-0.5023952232895468
0,-0.4341819962829884,0.5587747261099808,-0.5023952232895468
0,-0.5023014590429294,0.5587747261099808,-0.5023952232895468
2,1.2006851099555953,0.5856824199415595,-0.5023952232895468
0,0.38325155683630346,0.5856824199415595,-0.5023952232895468
1,1.4731629609953594,0.5856824199415595,-0.5023952232895468
1,-1.7284517887218673,0.5856824199415595,-0.5023952232895468
0,-0.16170414524322446,0.6125901137731381,-0.5023952232895468
1,-0.9110182356025753,0.6125901137731381,-0.5023952232895468
0,-0.5704209218028704,0.6125901137731381,-0.5023952232895468
1,-1.1834960866423394,0.6125901137731381,-0.5023952232895468
2,0.7919683333959494,0.693313195267874,-0.5023952232895468
2,0.9282072589158313,0.693313195267874,-0.5023952232895468
1,1.6775213492751821,0.693313195267874,-0.5023952232895468
1,-1.5922128632019852,0.854759358257346,-0.5023952232895468
0,0.11077370579653949,0.9085747459205031,-0.5023952232895468
0,0.5876099451161264,1.070020908909975,-0.5023952232895468
0,0.6557294078760674,1.070020908909975,1.3512699109167126
0,0.4513710195962444,1.070020908909975,-0.5023952232895468
2,1.3369240354754772,1.070020908909975,-0.5023952232895468
3,1.6094018865152413,1.070020908909975,-0.5023952232895468
3,1.5412824237553002,1.070020908909975,1.3512699109167126
1,-0.7066598473227523,1.2045593780678683,-0.5023952232895468
1,-0.7747793100826934,1.231467071899447,-0.5023952232895468
1,-1.3878544749221622,1.231467071899447,-0.5023952232895468
1,-1.0472571611224573,1.231467071899447,-0.5023952232895468
0,0.31513209407636245,1.3390978472257615,-0.5023952232895468
2,0.9282072589158313,1.3390978472257615,-0.5023952232895468
2,1.2688045727155364,1.4467286225520761,-0.5023952232895468
1,-1.7284517887218673,1.4467286225520761,-0.5023952232895468
0,0.0426542430365985,1.5005440102152332,-0.5023952232895468
1,1.8818797375550051,1.5274517040468119,-0.5023952232895468
0,-0.6385403845628114,1.7158055608678624,-0.5023952232895468
2,1.0644461844357134,1.8772517238573343,-0.5023952232895468
1,1.7456408120351232,1.9579748053520702,-0.5023952232895468
2,0.9963267216757723,2.0656055806783846,-0.5023952232895468
0,-0.36606253352304746,2.173236356004699,-0.5023952232895468
